(1)comp,(1)comp_ajuste,(1)raman,v_350_5-5,p_350_5-5,(2)comp,(2)comp_ajuste,(2)raman,v_400_5-5,p_400_5-5,(3)comp,(3)comp_ajuste,(3)raman,v_450_10-10,p_450_10-10,(4)comp,(4)comp_ajuste,(4)raman,v_500_10-10,p_500_10-10
250,261,-9742.747674,0.491,0.844,300,311,-7154.340836,0.466,0.239,350,361,-5478.608803,0.783,1.041,450,461,-1691.97397,0.462,1.077
250.5,261.5,-9669.489211,0.4981,0.5587,300.5,311.5,-7102.728732,0.2691,0.2069,350.5,361.5,-5440.295067,0.7739,1.0651,450.5,461.5,-1668.472373,0.473,1.0603
251,262,-9596.51036,0.4628,0.496,301,312,-7051.282051,0.2243,0.2196,351,362,-5402.08717,0.7955,1.0703,451,462,-1645.021645,0.4769,1.0591
251.5,262.5,-9523.809524,0.4111,0.4337,301.5,312.5,-7000,0.2075,0.2536,351.5,362.5,-5363.984674,0.7799,1.0661,451.5,462.5,-1621.621622,0.4766,1.0622
252,263,-9451.385117,0.3702,0.3966,302,313,-6948.881789,0.2068,0.2639,352,363,-5325.987144,0.7825,1.0727,452,463,-1598.272138,0.4777,1.0672
252.5,263.5,-9379.235565,0.3194,0.3443,302.5,313.5,-6897.926635,0.2001,0.2786,352.5,363.5,-5288.094146,0.7882,1.0705,452.5,463.5,-1574.973031,0.4811,1.0711
253,264,-9307.359307,0.2764,0.3464,303,314,-6847.133758,0.244,0.2863,353,364,-5250.30525,0.8002,1.0677,453,464,-1551.724138,0.4832,1.0739
253.5,264.5,-9235.754793,0.2402,0.3511,303.5,314.5,-6796.502385,0.2581,0.2735,353.5,364.5,-5212.620027,0.81,1.0658,453.5,464.5,-1528.525296,0.4861,1.0776
254,265,-9164.420485,0.2306,0.384,304,315,-6746.031746,0.2655,0.2625,354,365,-5175.038052,0.8186,1.0649,454,465,-1505.376344,0.4897,1.0813
254.5,265.5,-9093.354856,0.2198,0.3718,304.5,315.5,-6695.721078,0.2703,0.2462,354.5,365.5,-5137.5589,0.8294,1.064,454.5,465.5,-1482.277121,0.494,1.0851
255,266,-9022.556391,0.2218,0.3817,305,316,-6645.56962,0.2582,0.226,355,366,-5100.182149,0.8401,1.0631,455,466,-1459.227468,0.4953,1.087
255.5,266.5,-8952.023586,0.2613,0.3939,305.5,316.5,-6595.576619,0.2316,0.2417,355.5,366.5,-5062.907382,0.8508,1.0616,455.5,466.5,-1436.227224,0.4968,1.0944
256,267,-8881.754949,0.2994,0.3847,306,317,-6545.741325,0.2007,0.2416,356,367,-5025.734181,0.862,1.0593,456,467,-1413.276231,0.5019,1.099
256.5,267.5,-8811.748999,0.3147,0.3871,306.5,317.5,-6496.062992,0.2053,0.2412,356.5,367.5,-4988.662132,0.865,1.0617,456.5,467.5,-1390.374332,0.5047,1.1055
257,268,-8742.004264,0.3059,0.3744,307,318,-6446.540881,0.2245,0.2407,357,368,-4951.690821,0.8643,1.062,457,468,-1367.521368,0.5078,1.1121
257.5,268.5,-8672.519287,0.2855,0.34,307.5,318.5,-6397.174254,0.2317,0.2412,357.5,368.5,-4914.81984,0.8684,1.0683,457.5,468.5,-1344.717182,0.5122,1.1164
258,269,-8603.292618,0.2663,0.3027,308,319,-6347.962382,0.2342,0.2405,358,369,-4878.04878,0.8656,1.0666,458,469,-1321.96162,0.5173,1.1219
258.5,269.5,-8534.32282,0.2342,0.2994,308.5,319.5,-6298.904538,0.23,0.2327,358.5,369.5,-4841.377237,0.8613,1.0724,458.5,469.5,-1299.254526,0.5213,1.1268
259,270,-8465.608466,0.2046,0.3114,309,320,-6250,0.224,0.2455,359,370,-4804.804805,0.8609,1.0797,459,470,-1276.595745,0.5238,1.1309
259.5,270.5,-8397.148138,0.1665,0.3041,309.5,320.5,-6201.24805,0.2229,0.2272,359.5,370.5,-4768.331084,0.8658,1.0857,459.5,470.5,-1253.985122,0.5276,1.1395
260,271,-8328.940432,0.1741,0.2911,310,321,-6152.647975,0.2125,0.237,360,371,-4731.955675,0.8639,1.0981,460,471,-1231.422505,0.5319,1.1459
260.5,271.5,-8260.983952,0.2159,0.317,310.5,321.5,-6104.199067,0.2,0.2791,360.5,371.5,-4695.678182,0.8579,1.1032,460.5,471.5,-1208.907741,0.539,1.1542
261,272,-8193.277311,0.2179,0.3076,311,322,-6055.900621,0.1951,0.3103,361,372,-4659.498208,0.8581,1.1067,461,472,-1186.440678,0.5461,1.16
261.5,272.5,-8125.819135,0.1994,0.316,311.5,322.5,-6007.751938,0.2096,0.3298,361.5,372.5,-4623.415362,0.8614,1.1144,461.5,472.5,-1164.021164,0.5492,1.1681
262,273,-8058.608059,0.2327,0.3311,312,323,-5959.752322,0.2187,0.3131,362,373,-4587.429252,0.8625,1.1176,462,473,-1141.649049,0.555,1.1793
262.5,273.5,-7991.642727,0.2705,0.3326,312.5,323.5,-5911.901082,0.221,0.3248,362.5,373.5,-4551.539491,0.861,1.1189,462.5,473.5,-1119.324182,0.5619,1.1915
263,274,-7924.921794,0.2958,0.3136,313,324,-5864.197531,0.2226,0.3545,363,374,-4515.745692,0.8603,1.1189,463,474,-1097.046414,0.5705,1.2029
263.5,274.5,-7858.443924,0.3042,0.3268,313.5,324.5,-5816.640986,0.2157,0.3607,363.5,374.5,-4480.047471,0.8633,1.1217,463.5,474.5,-1074.815595,0.579,1.2186
264,275,-7792.207792,0.3121,0.3674,314,325,-5769.230769,0.2109,0.3626,364,375,-4444.444444,0.8627,1.1244,464,475,-1052.631579,0.5868,1.2351
264.5,275.5,-7726.212082,0.3105,0.3932,314.5,325.5,-5721.966206,0.2072,0.3268,364.5,375.5,-4408.936233,0.8645,1.1125,464.5,475.5,-1030.494217,0.5941,1.2539
265,276,-7660.455487,0.2918,0.3597,315,326,-5674.846626,0.2017,0.3235,365,376,-4373.522459,0.8688,1.1094,465,476,-1008.403361,0.6027,1.2725
265.5,276.5,-7594.936709,0.266,0.3981,315.5,326.5,-5627.871363,0.192,0.3271,365.5,376.5,-4338.202745,0.8681,1.1153,465.5,476.5,-986.3588667,0.6084,1.2938
266,277,-7529.654461,0.2195,0.4163,316,327,-5581.039755,0.1829,0.3029,366,377,-4302.976717,0.866,1.1162,466,477,-964.360587,0.6117,1.312
266.5,277.5,-7464.607465,0.203,0.4284,316.5,327.5,-5534.351145,0.191,0.2677,366.5,377.5,-4267.844003,0.8713,1.1211,466.5,477.5,-942.408377,0.6058,1.319
267,278,-7399.79445,0.2096,0.4175,317,328,-5487.804878,0.1803,0.2203,367,378,-4232.804233,0.873,1.1247,467,478,-920.5020921,0.5979,1.3067
267.5,278.5,-7335.214157,0.246,0.3617,317.5,328.5,-5441.400304,0.2186,0.2274,367.5,378.5,-4197.857038,0.8729,1.1297,467.5,478.5,-898.6415883,0.5842,1.2777
268,279,-7270.865335,0.2684,0.3437,318,329,-5395.136778,0.2491,0.2497,368,379,-4163.002052,0.8806,1.1283,468,479,-876.8267223,0.5665,1.2395
268.5,279.5,-7206.746742,0.2762,0.3445,318.5,329.5,-5349.013657,0.2559,0.2385,368.5,379.5,-4128.238911,0.8819,1.1367,468.5,479.5,-855.0573514,0.5463,1.1985
269,280,-7142.857143,0.3144,0.3138,319,330,-5303.030303,0.2571,0.2144,369,380,-4093.567251,0.8909,1.1469,469,480,-833.3333333,0.525,1.1604
269.5,280.5,-7079.195314,0.3373,0.329,319.5,330.5,-5257.186082,0.2569,0.2278,369.5,380.5,-4058.986713,0.9009,1.1512,469.5,480.5,-811.6545265,0.5171,1.1513
270,281,-7015.760041,0.3305,0.3696,320,331,-5211.480363,0.2436,0.2391,370,381,-4024.496938,0.9074,1.1573,470,481,-790.02079,0.5288,1.217
270.5,281.5,-6952.550114,0.3123,0.472,320.5,331.5,-5165.912519,0.2172,0.2494,370.5,381.5,-3990.097568,0.9098,1.1678,470.5,481.5,-768.4319834,0.5832,1.4074
271,282,-6889.564336,0.3256,0.5109,321,332,-5120.481928,0.1958,0.2585,371,382,-3955.788249,0.9191,1.1708,471,482,-746.8879668,0.6743,1.7422
271.5,282.5,-6826.801517,0.3125,0.5096,321.5,332.5,-5075.18797,0.1918,0.2658,371.5,382.5,-3921.568627,0.9232,1.1646,471.5,482.5,-725.388601,0.8385,2.3312
272,283,-6764.260475,0.2791,0.4806,322,333,-5030.03003,0.1766,0.2706,372,383,-3887.438352,0.9168,1.1548,472,483,-703.9337474,1.1034,3.241
272.5,283.5,-6701.940035,0.2942,0.4096,322.5,333.5,-4985.007496,0.204,0.2746,372.5,383.5,-3853.397074,0.9081,1.156,472.5,483.5,-682.5232678,1.5002,4.5606
273,284,-6639.839034,0.2754,0.4078,323,334,-4940.11976,0.2106,0.2729,373,384,-3819.444444,0.9109,1.1587,473,484,-661.1570248,2.0619,6.4505
273.5,284.5,-6577.956314,0.2605,0.3396,323.5,334.5,-4895.366218,0.2078,0.2514,373.5,384.5,-3785.580118,0.9173,1.1588,473.5,484.5,-639.8348813,2.8179,8.9728
274,285,-6516.290727,0.2737,0.273,324,335,-4850.746269,0.2153,0.2279,374,385,-3751.803752,0.9235,1.1586,474,485,-618.556701,3.8253,12.2934
274.5,285.5,-6454.841131,0.2736,0.2922,324.5,335.5,-4806.259314,0.2231,0.2391,374.5,385.5,-3718.115002,0.9334,1.1536,474.5,485.5,-597.3223481,5.1364,16.6291
275,286,-6393.606394,0.2569,0.2904,325,336,-4761.904762,0.2245,0.2318,375,386,-3684.513529,0.9341,1.1692,475,486,-576.1316872,6.8162,22.1118
275.5,286.5,-6332.58539,0.2478,0.2878,325.5,336.5,-4717.682021,0.225,0.2187,375.5,386.5,-3650.998994,0.9323,1.185,475.5,486.5,-554.9845838,8.8912,28.9496
276,287,-6271.777003,0.266,0.3489,326,337,-4673.590504,0.2288,0.2451,376,387,-3617.571059,0.9296,1.1879,476,487,-533.8809035,11.4353,37.1899
276.5,287.5,-6211.180124,0.2566,0.4001,326.5,337.5,-4629.62963,0.2158,0.2662,376.5,387.5,-3584.229391,0.9254,1.1953,476.5,487.5,-512.8205128,14.5219,47.2109
277,288,-6150.793651,0.2543,0.4572,327,338,-4585.798817,0.2307,0.2604,377,388,-3550.973654,0.9122,1.2193,477,488,-491.8032787,18.197,59.1092
277.5,288.5,-6090.616489,0.2523,0.4842,327.5,338.5,-4542.097489,0.2505,0.2839,377.5,388.5,-3517.803518,0.907,1.2404,477.5,488.5,-470.8290686,22.5669,73.1523
278,289,-6030.647553,0.2331,0.5255,328,339,-4498.525074,0.2586,0.3369,378,389,-3484.718652,0.9107,1.2569,478,489,-449.8977505,27.626,89.3173
278.5,289.5,-5970.885764,0.2217,0.5029,328.5,339.5,-4455.081001,0.2664,0.3545,378.5,389.5,-3451.718728,0.9045,1.2784,478.5,489.5,-429.0091931,33.4083,107.6033
279,290,-5911.330049,0.251,0.4625,329,340,-4411.764706,0.268,0.361,379,390,-3418.803419,0.8982,1.2998,479,490,-408.1632653,39.9126,128.1864
279.5,290.5,-5851.979346,0.2257,0.4056,329.5,340.5,-4368.575624,0.2573,0.3375,379.5,390.5,-3385.9724,0.9022,1.31,479.5,490.5,-387.3598369,47.2148,151.1848
280,291,-5792.832597,0.2467,0.3179,330,341,-4325.513196,0.2541,0.2954,380,391,-3353.225348,0.9057,1.3098,480,491,-366.598778,55.2717,176.5075
280.5,291.5,-5733.888753,0.2569,0.2778,330.5,341.5,-4282.576867,0.2431,0.2404,380.5,391.5,-3320.561941,0.9113,1.3208,480.5,491.5,-345.8799593,64.0852,203.9697
281,292,-5675.146771,0.249,0.2883,331,342,-4239.766082,0.215,0.25,381,392,-3287.981859,0.9174,1.3314,481,492,-325.203252,73.5951,233.3937
281.5,292.5,-5616.605617,0.2691,0.269,331.5,342.5,-4197.080292,0.188,0.2683,381.5,392.5,-3255.484784,0.9107,1.3262,481.5,492.5,-304.5685279,83.7497,264.6761
282,293,-5558.264261,0.2798,0.2994,332,343,-4154.51895,0.2006,0.3211,382,393,-3223.070399,0.9022,1.3334,482,493,-283.9756592,94.461,297.5046
282.5,293.5,-5500.121684,0.2731,0.309,332.5,343.5,-4112.081514,0.204,0.3966,382.5,393.5,-3190.738388,0.9184,1.344,482.5,493.5,-263.4245187,105.6146,331.4837
283,294,-5442.176871,0.2608,0.3334,333,344,-4069.767442,0.2036,0.4508,383,394,-3158.488438,0.9325,1.3369,483,494,-242.9149798,117.0571,366.2123
283.5,294.5,-5384.428814,0.2565,0.3105,333.5,344.5,-4027.576197,0.2121,0.4515,383.5,394.5,-3126.320237,0.9435,1.3313,483.5,494.5,-222.4469161,128.6404,401.3585
284,295,-5326.876513,0.2851,0.2901,334,345,-3985.507246,0.2187,0.478,384,395,-3094.233474,0.9466,1.3252,484,495,-202.020202,140.2765,436.3449
284.5,295.5,-5269.518975,0.2234,0.3229,334.5,345.5,-3943.560058,0.2266,0.4469,384.5,395.5,-3062.227841,0.9421,1.3199,484.5,495.5,-181.6347124,151.7748,470.7518
285,296,-5212.355212,0.2815,0.3451,335,346,-3901.734104,0.2267,0.3957,385,396,-3030.30303,0.936,1.3254,485,496,-161.2903226,162.9952,503.7919
285.5,296.5,-5155.384245,0.2962,0.3439,335.5,346.5,-3860.02886,0.2448,0.3323,385.5,396.5,-2998.458736,0.9399,1.3372,485.5,496.5,-140.9869084,173.6819,535.0911
286,297,-5098.605099,0.292,0.3234,336,347,-3818.443804,0.2389,0.3032,386,397,-2966.694654,0.9275,1.3406,486,497,-120.7243461,183.6657,563.903
286.5,297.5,-5042.016807,0.3452,0.3663,336.5,347.5,-3776.978417,0.274,0.3166,386.5,397.5,-2935.010482,0.9232,1.3499,486.5,497.5,-100.5025126,192.8506,589.9073
287,298,-4985.618408,0.347,0.432,337,348,-3735.632184,0.309,0.344,387,398,-2903.405918,0.9193,1.3727,487,498,-80.32128514,201.0284,612.496
287.5,298.5,-4929.40895,0.3421,0.4707,337.5,348.5,-3694.404591,0.3324,0.3291,387.5,398.5,-2871.880664,0.9272,1.3758,487.5,498.5,-60.18054162,208.0844,631.3664
288,299,-4873.387482,0.329,0.4642,338,349,-3653.295129,0.3423,0.299,388,399,-2840.434419,0.9362,1.3795,488,499,-40.08016032,213.7624,645.8087
288.5,299.5,-4817.553065,0.304,0.403,338.5,349.5,-3612.30329,0.3397,0.2791,388.5,399.5,-2809.066889,0.9295,1.3865,488.5,499.5,-20.02002002,218.0453,655.8994
289,300,-4761.904762,0.2915,0.3931,339,350,-3571.428571,0.3247,0.2565,389,400,-2777.777778,0.9306,1.3997,489,500,0,220.7909,661.1235
289.5,300.5,-4706.441645,0.2263,0.3897,339.5,350.5,-3530.670471,0.2962,0.2773,389.5,400.5,-2746.566792,0.9388,1.4094,489.5,500.5,19.98001998,222.0448,661.6854
290,301,-4651.162791,0.2295,0.34,340,351,-3490.02849,0.2417,0.2646,390,401,-2715.433638,0.9565,1.4171,490,501,39.92015968,221.7596,657.4815
290.5,301.5,-4596.067283,0.1981,0.2571,340.5,351.5,-3449.502134,0.2486,0.3062,390.5,401.5,-2684.378027,0.9661,1.4396,490.5,501.5,59.82053838,219.9478,648.3794
291,302,-4541.15421,0.2118,0.2524,341,352,-3409.090909,0.2402,0.3443,391,402,-2653.399668,0.9634,1.4639,491,502,79.6812749,216.594,634.7421
291.5,302.5,-4486.422668,0.2526,0.3444,341.5,352.5,-3368.794326,0.2688,0.3886,391.5,402.5,-2622.498275,0.956,1.4595,491.5,502.5,99.50248756,211.7384,616.8723
292,303,-4431.871759,0.2465,0.4063,342,353,-3328.611898,0.275,0.3822,392,403,-2591.673559,0.9635,1.4692,492,503,119.2842942,205.5042,595.0562
292.5,303.5,-4377.500588,0.298,0.4427,342.5,353.5,-3288.54314,0.2829,0.3636,392.5,403.5,-2560.925238,0.9703,1.4731,492.5,503.5,139.0268123,198.0188,569.8509
293,304,-4323.308271,0.319,0.439,343,354,-3248.587571,0.2698,0.3929,393,404,-2530.253025,0.967,1.468,493,504,158.7301587,189.3757,541.7122
293.5,304.5,-4269.293924,0.3603,0.4455,343.5,354.5,-3208.744711,0.2477,0.3983,393.5,404.5,-2499.656641,0.963,1.4697,493.5,504.5,178.39445,179.7676,511.1296
294,305,-4215.456674,0.3854,0.4384,344,355,-3169.014085,0.2298,0.4117,394,405,-2469.135802,0.9677,1.4687,494,505,198.019802,169.3891,478.512
294.5,305.5,-4161.795651,0.3601,0.4027,344.5,355.5,-3129.395218,0.2133,0.4581,394.5,405.5,-2438.690232,0.9584,1.4813,494.5,505.5,217.6063304,158.4082,444.6127
295,306,-4108.309991,0.3384,0.3163,345,356,-3089.88764,0.1758,0.4364,395,406,-2408.31965,0.9586,1.5003,495,506,237.1541502,146.9936,409.711
295.5,306.5,-4054.998835,0.3016,0.2334,345.5,356.5,-3050.490884,0.1783,0.4533,395.5,406.5,-2378.02378,0.9647,1.511,495.5,506.5,256.6633761,135.2864,374.5831
296,307,-4001.861331,0.2969,0.2151,346,357,-3011.204482,0.1746,0.423,396,407,-2347.802348,0.9589,1.5049,496,507,276.1341223,123.4894,339.5218
296.5,307.5,-3948.896632,0.2938,0.2456,346.5,357.5,-2972.027972,0.1997,0.3466,396.5,407.5,-2317.655078,0.9596,1.5,496.5,507.5,295.5665025,111.8136,305.1705
297,308,-3896.103896,0.2848,0.2982,347,358,-2932.960894,0.2208,0.312,397,408,-2287.581699,0.9508,1.4922,497,508,314.9606299,100.3537,271.989
297.5,308.5,-3843.482288,0.3016,0.2728,347.5,358.5,-2894.002789,0.2487,0.2746,397.5,408.5,-2257.581939,0.9594,1.5013,497.5,508.5,334.3166175,89.2555,240.2814
298,309,-3791.030975,0.298,0.3399,348,359,-2855.153203,0.2588,0.3208,398,409,-2227.655528,0.9666,1.5129,498,509,353.6345776,78.598,210.2139
298.5,309.5,-3738.749135,0.3128,0.3964,348.5,359.5,-2816.411683,0.268,0.3188,398.5,409.5,-2197.802198,0.9647,1.5236,498.5,509.5,372.9146222,68.5546,182.2185
299,310,-3686.635945,0.3031,0.4061,349,360,-2777.777778,0.2747,0.3711,399,410,-2168.02168,0.9673,1.5398,499,510,392.1568627,59.1748,156.1436
299.5,310.5,-3634.690591,0.2948,0.4522,349.5,360.5,-2739.25104,0.2729,0.3674,399.5,410.5,-2138.31371,0.9693,1.5498,499.5,510.5,411.3614104,50.587,132.6
300,311,-3582.912265,0.2549,0.3975,350,361,-2700.831025,0.2485,0.4171,400,411,-2108.678021,0.9758,1.5533,500,511,430.5283757,42.7846,111.347
300.5,311.5,-3531.300161,0.2281,0.4195,350.5,361.5,-2662.517289,0.2314,0.4107,400.5,411.5,-2079.114351,0.977,1.5717,500.5,511.5,449.657869,35.7454,92.2741
301,312,-3479.85348,0.2022,0.4227,351,362,-2624.309392,0.2239,0.4228,401,412,-2049.622438,0.9792,1.59,501,512,468.75,29.4634,75.5327
301.5,312.5,-3428.571429,0.1985,0.4439,351.5,362.5,-2586.206897,0.2351,0.4394,401.5,412.5,-2020.20202,0.9807,1.5983,501.5,512.5,487.804878,23.9413,60.9787
302,313,-3377.453218,0.1976,0.443,352,363,-2548.209366,0.2166,0.467,402,413,-1990.852838,0.9856,1.607,502,513,506.8226121,19.1849,48.531
302.5,313.5,-3326.498063,0.1827,0.3683,352.5,363.5,-2510.316369,0.2452,0.5118,402.5,413.5,-1961.574634,0.9763,1.6199,502.5,513.5,525.8033106,15.137,38.0893
303,314,-3275.705187,0.2183,0.3656,353,364,-2472.527473,0.2694,0.5104,403,414,-1932.36715,0.9754,1.6318,503,514,544.7470817,11.7129,29.3255
303.5,314.5,-3225.073813,0.2555,0.389,353.5,364.5,-2434.84225,0.2749,0.5078,403.5,414.5,-1903.23013,0.9769,1.6488,503.5,514.5,563.654033,8.8951,22.0883
304,315,-3174.603175,0.2885,0.384,354,365,-2397.260274,0.2893,0.514,404,415,-1874.16332,0.9808,1.6669,504,515,582.5242718,6.617,16.3071
304.5,315.5,-3124.292506,0.3153,0.3998,354.5,365.5,-2359.781122,0.3094,0.45,404.5,415.5,-1845.166466,0.9742,1.6871,504.5,515.5,601.3579049,4.8295,11.7922
305,316,-3074.141049,0.3084,0.3435,355,366,-2322.404372,0.3144,0.5416,405,416,-1816.239316,0.9767,1.711,505,516,620.1550388,3.4368,8.2572
305.5,316.5,-3024.148048,0.2971,0.3797,355.5,366.5,-2285.129604,0.3038,0.5121,405.5,416.5,-1787.381619,0.9805,1.7206,505.5,516.5,638.9157793,2.397,5.6509
306,317,-2974.312753,0.3073,0.4186,356,367,-2247.956403,0.3156,0.5627,406,417,-1758.593125,0.9795,1.7326,506,517,657.6402321,1.6347,3.753
306.5,317.5,-2924.634421,0.3138,0.4884,356.5,367.5,-2210.884354,0.3122,0.6329,406.5,417.5,-1729.873586,0.9815,1.7458,506.5,517.5,676.3285024,1.1006,2.4686
307,318,-2875.112309,0.3044,0.5432,357,368,-2173.913043,0.2924,0.6332,407,418,-1701.222754,0.9834,1.7682,507,518,694.980695,0.7507,1.6384
307.5,318.5,-2825.745683,0.2958,0.5271,357.5,368.5,-2137.042062,0.3179,0.6205,407.5,418.5,-1672.640382,0.9974,1.8106,507.5,518.5,713.5969142,0.5249,1.1117
308,319,-2776.533811,0.3117,0.5308,358,369,-2100.271003,0.2977,0.5656,408,419,-1644.126226,1.0031,1.8253,508,519,732.177264,0.3914,0.8144
308.5,319.5,-2727.475967,0.3154,0.6001,358.5,369.5,-2063.599459,0.2702,0.5127,408.5,419.5,-1615.680042,1.0078,1.8431,508.5,519.5,750.7218479,0.3384,0.6974
309,320,-2678.571429,0.2981,0.5514,359,370,-2027.027027,0.2591,0.5021,409,420,-1587.301587,1.0085,1.8626,509,520,769.2307692,0.346,0.6977
309.5,320.5,-2629.819478,0.2682,0.5025,359.5,370.5,-1990.553306,0.2309,0.4582,409.5,420.5,-1558.99062,1.0246,1.8778,509.5,520.5,787.7041306,0.3725,0.7667
310,321,-2581.219404,0.2495,0.4535,360,371,-1954.177898,0.1988,0.5365,410,421,-1530.746899,1.043,1.8777,510,521,806.1420345,0.4015,0.8421
310.5,321.5,-2532.770495,0.2236,0.4911,360.5,371.5,-1917.900404,0.1778,0.4972,410.5,421.5,-1502.570186,1.0615,1.8936,510.5,521.5,824.5445829,0.431,0.914
311,322,-2484.47205,0.2468,0.5483,361,372,-1881.72043,0.1824,0.4958,411,422,-1474.460242,1.0696,1.9038,511,522,842.9118774,0.4535,0.9718
311.5,322.5,-2436.323367,0.2395,0.6294,361.5,372.5,-1845.637584,0.1965,0.5553,411.5,422.5,-1446.416831,1.0661,1.9061,511.5,522.5,861.2440191,0.4672,1.0178
312,323,-2388.323751,0.2415,0.6266,362,373,-1809.651475,0.225,0.5178,412,423,-1418.439716,1.0617,1.9175,512,523,879.541109,0.4777,1.0439
